No,ST_NAME_E,ST_NAME_K,ST_CODE,Control_og,BS_CODE,Gage_type,River_system,EL_m,Time_Siries,Daily_Siries,Longitude,Latitude,Longitude_dms,Latitude_dms,X_EPSG5186,Y_EPSG5186
127,Yongdae,용대,10114080,Kwater,101103,T/M,Hangang,340,1987Y 01M ~ 2012Y 12M,1987Y 01M ~ 2012Y 12M,128.3297222,38.19444444,128-19-47,38-11-40 ,316486.206903132,622418.894624466
128,Inje,인제,10121211,KMA,101206,basic,Hangang,198.7,No Data,No Data,128.16713,38.05987,128-10-02,38-03-36,302430.220795382,607288.600069708
129,Bupyeong,부평,10124020,MOLIT,101206,T/M,Hangang,250,1976Y 06M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,128.0791667,37.96944444,128-04-45,37-58-10 ,294826.558647476,597157.914671758
130,Chooyang,추양,10124050,Kwater,101207,T/M,Hangang,210,1975Y 07M?~ 2013Y 08M,1974Y 01M?~ 2013Y 08M,127.8822222,38.02444444,127-52-56,1938-01-28,277462.764829992,603080.633428044
131,Inje,인제,10124060,Kwater,101206,T/M,Hangang,220,1975Y 07M?~ 2013Y 08M,1981Y 01M?~ 2013Y 08M,128.1427778,38.03805556,128-08-34,1938-02-17,300322.712834442,604840.573481473
132,Hyun Li,현리,10124080,Kwater,101204,T/M,Hangang,320,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,128.3363889,37.94638889,128-20-11,37-56-47 ,317466.348293487,594891.862856873
133,Changchon,창촌,10124090,Kwater,101201,T/M,Hangang,620,1975Y 07M ~ 2012Y 12M,1981Y 01M ~ 2012Y 12M,128.3797222,37.76861111,128-22-47,37-46-07 ,321567.138172479,575213.737786921
134,Chudae,추대,10124110,MOLIT,101204,T/M,Hangang,180,1983Y 07M ~ 2012Y 12M,1983Y 01M ~ 2012Y 12M,128.4127778,37.96444444,128-24-46,37-57-52 ,324150.729058969,596995.179847294
135,Myeonggae,명개,10124120,MOLIT,101201,T/M,Hangang,620,1983Y 09M ~ 2012Y 12M,1983Y 01M ~ 2012Y 12M,128.5033333,37.84972222,128-30-12,37-50-59 ,332314.246249538,584385.145321619
136,Shinpoong,신풍,10124130,Kwater,101206,T/M,Hangang,220,1987Y 01M ~ 2012Y 12M,1987Y 01M ~ 2012Y 12M,128.0761111,37.96722222,128-04-34,37-58-02 ,294560.905382847,596908.139324246
137,Sangnam,상남,10124140,Kwater,101202,T/M,Hangang,400,1987Y 01M ~ 2012Y 12M,1967Y 02M ~ 2012Y 12M,128.2619444,37.87333333,128-15-43,37-52-24 ,311032.291106094,586691.333139498
138,Gweedun,귀둔,10124150,Kwater,101205,T/M,Hangang,520,1993Y 09M ~ 2012Y 12M,1993Y 01M ~ 2012Y 12M,128.3986111,38.01138889,128-23-55,38-00-41 ,322827.431644871,602187.423769205
139,Bangdong,방동,10124160,Kwater,101201,T/M,Hangang,620,1993Y 09M ~ 2012Y 12M,1993Y 01M ~ 2012Y 12M,128.5061111,37.85027778,128-30-22,37-51-01 ,332557.750420676,584450.755129385
140,Cheonjeon,천전,10124170,MOLIT,101208,T/M,Hangang,,1998Y 04M ~ 2012Y 12M,1998Y 03M ~ 2012Y 12M,127.7908333,37.93083333,127-47-27,37-55-51 ,269526.56861532,592617.752452114
141,Jinaecheon,지내천,10124175,KHNPC,101208,T/M,Hangang,,2009Y 02M ~ 2012Y 12M,2009Y 02M ~ 2012Y 12M,127.7816667,37.92194444,127-46-54,37-55-19 ,268728.943218387,591624.308129049
142,Chuncheon,춘천,10131101,KMA,101302,basic,Hangang,76.8,No Data,No Data,127.7357,37.90256,127-44-09,37-54-09,264704.188486134,589439.798023024
143,Chuncheon,춘천,10134010,MOLIT,101301,T/M,Hangang,73,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.7225,37.89277778,127-43-21,37-53-34 ,263551.655063928,588344.927598903
144,Gapyeong 2,가평2,10134020,MOLIT,101306,T/M,Hangang,60,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.5180556,37.83138889,127-31-05,37-49-53 ,245606.237572463,581411.490506953
145,Hwaak,화악,10134030,MOLIT,101306,T/M,Hangang,150,1989Y 02M ~ 2012Y 12M,1989Y 06M ~ 2012Y 12M,127.5661111,37.92138889,127-33-58,37-55-17 ,249776.162295839,591425.634308249
146,Uiam dam ,의암댐,10134032,KHNPC,101302,basic,Hangang,,No Data,No Data,127.6775,37.83583333,127-40-39,37-50-09 ,259639.249397758,581994.627113403
147,Gapyeongcheon,가평천,10134140,KHNPC,101306,T/M,Hangang,,2009Y 02M ~ 2012Y 12M,2009Y 02M ~ 2012Y 12M,127.5277778,37.87472222,127-31-40,37-52-29 ,246434.934606173,586226.059092669
148,Hongcheon,홍천,10141212,KMA,101408,basic,Hangang,146.2,No Data,No Data,127.88042,37.6836,127-52-50,37-41-01,277661.292948984,565246.428527971
149,Hongcheon,홍천,10144010,MOLIT,101406,T/M,Hangang,204,1975Y 07M ~ 2012Y 12M,1967Y 01M ~ 2012Y 12M,127.91,37.70611111,127-54-36,37-42-22 ,280246.31405432,567769.956754382
150,Seoseok,서석,10144020,MOLIT,101401,T/M,Hangang,320,1979Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,128.1866667,37.71361111,128-11-12,37-42-49 ,304633.784494242,568875.493816551
151,Naechon,내촌,10144040,MOLIT,101402,T/M,Hangang,150,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,128.0869444,37.81638889,128-05-13,37-48-59 ,295707.980384329,580176.788784257
152,Seomyeon,서면,10144050,MOLIT,101412,T/M,Hangang,130,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.6708333,37.69361111,127-40-15,37-41-37 ,259165.578918062,566204.585192256
153,Yuchi,유치,10144060,MOLIT,101411,T/M,Hangang,490,1994Y 12M ~ 2012Y 12M,1994Y 12M ~ 2012Y 12M,127.8452778,37.59111111,127-50-43,37-35-28 ,274653.852732564,554952.294517677
154,Sampo,삼포,10144070,MOLIT,100702,T/M,Hangang,110,1994Y 12M ~ 2012Y 12M,1994Y 12M ~ 2012Y 12M,127.9763889,37.75638889,127-58-35,37-45-23 ,286042.606885006,573409.513224963
155,Nocheon,노천,10144080,MOLIT,101407,T/M,Hangang,,1994Y 12M ~ 2012Y 12M,1994Y 12M ~ 2012Y 12M,128.0147222,37.66833333,128-00-53,37-40-06 ,289526.644616399,563671.689871129
156,Bukbang,북방,10144090,MOLIT,101409,T/M,Hangang,250,1994Y 12M ~ 2012Y 12M,1994Y 12M ~ 2012Y 12M,127.8494444,37.81555556,127-50-58,37-48-56 ,274795.956503641,579867.596571
157,Duchon 1,두촌1,10144100,MOLIT,101403,T/M,Hangang,650,1976Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,128.0266667,37.87166667,128-01-36,37-52-18 ,290332.782623372,586252.478089023
158,Hongcheongang(seongpogyo),홍천강(성포교),10144165,KHNPC,101404,T/M,Hangang,,2009Y 02M ~ 2012Y 12M,2009Y 02M ~ 2012Y 12M,127.9741667,37.76333333,127-58-27,37-45-48 ,285838.748519272,574178.276949049
159,Hongcheongang(namsangyo),홍천강(남산교),10144170,KHNPC,101408,T/M,Hangang,,2009Y 02M ~ 2012Y 12M,2009Y 02M ~ 2012Y 12M,127.8897222,37.69444444,127-53-23,37-41-40 ,278470.422588368,566457.845600067
160,Hongcheongang(handeokgyo),홍천강(한덕교),10144180,KHNPC,101412,T/M,Hangang,,2009Y 02M ~ 2012Y 12M,2009Y 02M ~ 2012Y 12M,127.6133333,37.67222222,127-36-48,37-40-20 ,254109.726918463,563795.836228516
161,Hamyeon,하면,10154010,MOLIT,101503,T/M,Hangang,117,1980Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.3536111,37.81777778,127-21-13,37-49-04 ,231135.277080124,579833.200752703
162,Cheongpyeong,청평,10154020,MOLIT,101506,T/M,Hangang,180,1975Y 07M ~ 2012Y 12M,1981Y 01M ~ 2012Y 12M,127.3966667,37.71277778,127-23-48,37-42-46 ,234975.728945034,568194.185624865
163,Bangil,방일,10154030,MOLIT,101507,T/M,Hangang,350,1994Y 12M ~ 2012Y 12M,1994Y 12M ~ 2012Y 12M,127.4775,37.59277778,127-28-39,37-35-34 ,242170.978863082,554908.537288855
164,Cheungpyeong dam,청평댐,10154032,KHNPC,101506,basic,Hangang,,No Data,No Data,127.4205556,37.72277778,127-25-14,37-43-22 ,237077.136391847,569313.293795833
165,Gwangju,광주,10164010,MOLIT,101603,T/M,Hangang,20,1980Y 06M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.2547222,37.42944444,127-15-17,37-25-46 ,222545.119242482,536703.87696446
166,Namhansanseong,남한산성,10164020,MOLIT,101605,T/M,Hangang,20,1980Y 06M ~ 2012Y 12M,1967Y 01M ~ 2012Y 12M,127.185,37.47916667,127-11-06,37-28-45 ,216363.258466287,542207.972271103
167,Pogok,포곡,10164030,MOLIT,101008,T/M,Hangang,19,1980Y 09M ~ 2012Y 12M,1967Y 04M ~ 2012Y 12M,127.22,37.28111111,127-13-12,37-16-52 ,219510.254296964,520233.433857859
168,Unhak,운학,10164040,MOLIT,101601,T/M,Hangang,150,1979Y 07M?~ 2013Y 08M,1967Y 04M?~ 2013Y 08M,127.2452778,37.20277778,127-14-43,1937-12-10,221774.491219139,511545.321808462
169,Mohyeon,모현,10164050,MOLIT,101603,T/M,Hangang,20,1979Y 06M ~ 2012Y 12M,1967Y 05M ~ 2012Y 12M,127.2427778,37.32972222,127-14-34,37-19-47 ,221516.405597481,525633.413314575
170,Namgok,남곡,10164060,MOLIT,101601,T/M,Hangang,130,1982Y 06M ~ 2012Y 12M,1967Y 01M ~ 2012Y 12M,127.2838889,37.23138889,127-17-02,37-13-53 ,225192.675549233,514730.213079458
171,Yongin,용인,10164070,MOLIT,101601,T/M,Hangang,87,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.1869444,37.23361111,127-11-13,37-14-01 ,216589.195427007,514955.45298199
172,Gyeongan,경안,10164080,MOLIT,101603,T/M,Hangang,60,1989Y 02M ~ 2012Y 12M,1989Y 07M ~ 2012Y 12M,127.2630556,37.40638889,127-15-47,37-24-23 ,223289.837095175,534147.063884987
173,Paldang dam,팔당댐,10174020,MOLIT,101701,T/M,Hangang,20,1987Y 06M ~ 2012Y 12M,1987Y 06M ~ 2012Y 12M,127.2833333,37.52722222,127-17-00,37-31-38 ,225044.801335269,547563.164762488
174,Seoul,서울,10181108,KMA,101809,basic,Hangang,85.5,No Data,No Data,126.96579,37.57141,126-57-57,37-34-17,196977.848637408,552430.305948821
175,Uijeongbu,의정부,10184010,MOLIT,101808,T/M,Hangang,42,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.0463889,37.74472222,127-02-47,37-44-41 ,204088.534672265,571666.695136135
176,Naeri,내리,10184020,MOLIT,101802,T/M,Hangang,170,1980Y 06M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.2283333,37.78611111,127-13-42,37-47-10 ,220113.197398506,576284.075409957
177,Naksaeng,낙생,10184040,MOLIT,101805,T/M,Hangang,40,1975Y 07M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.0508333,37.39277778,127-03-03,37-23-34 ,204501.376705628,532605.167874615
178,Geumgok,금곡,10184060,MOLIT,101801,T/M,Hangang,60,1980Y 06M ~ 2012Y 12M,1966Y 01M ~ 2012Y 12M,127.2116667,37.63583333,127-12-42,37-38-09 ,218682.775772303,559601.109194777
179,Guro,구로,10184080,MOLIT,101816,T/M,Hangang,35,1984Y 07M ~ 2012Y 12M,1986Y 01M ~ 2012Y 12M,126.8875,37.495,126-53-15,37-29-42 ,190051.472584953,543955.133604166
180,Anyang,안양,10184090,MOLIT,101815,T/M,Hangang,27,1984Y 07M ~ 2012Y 12M,1986Y 01M ~ 2012Y 12M,126.9030556,37.40472222,126-54-11,37-24-17 ,191416.767096714,533934.02136483
181,Seongnam,성남,10184100,MOLIT,101805,T/M,Hangang,24,1984Y 07M ~ 2012Y 12M,1986Y 01M ~ 2012Y 12M,127.1225,37.46888889,127-07-21,37-28-08 ,210836.611631119,541058.249897417
182,Toegyewon,퇴계원,10184110,MOLIT,101803,T/M,Hangang,31,1984Y 07M ~ 2012Y 12M,1986Y 01M ~ 2012Y 12M,127.1519444,37.65,127-09-07,37-39-00 ,213408.832423869,561163.251463287
183,Naechon 2,내촌2,10184120,MOLIT,101802,T/M,Hangang,110,1984Y 07M ~ 2012Y 12M,1986Y 01M ~ 2012Y 12M,127.2113889,37.79111111,127-12-41,37-47-28 ,218619.359502528,576835.529422922
184,Jangam,장암,10184125,MOLIT,101808,T/M,Hangang,490,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.0516667,37.70222222,127-03-06,37-42-08 ,204556.301802623,566949.810163789
185,Daejang,대장,10184130,MOLIT,101804,T/M,Hangang,620,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.0694444,37.36,127-04-10,37-21-36 ,206152.098595254,528968.385240388
186,Songjeong,송정,10184140,MOLIT,101810,T/M,Hangang,171,2002Y 10M ~ 2012Y 12M,2002Y 03M ~ 2012Y 12M,127.0555556,37.5525,127-03-20,37-33-09 ,204909.087326465,550332.419455318
187,Gwacheon,과천,10184150,MOLIT,101806,T/M,Hangang,,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,126.9875,37.42333333,126-59-15,37-25-24 ,198893.552848029,535995.245652451
188,Goean,괴안,10184160,MOLIT,101815,T/M,Hangang,20,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,126.8125,37.47944444,126-48-45,37-28-46 ,183415.677601152,542239.23845129
189,Gunpo,군포,10184170,MOLIT,101814,T/M,Hangang,31,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,126.9455556,37.35305556,126-56-44,37-21-11 ,195176.311291529,528196.789282003
190,Sanseong,산성,10184180,MOLIT,101805,T/M,Hangang,250,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.1513889,37.45138889,127-09-05,37-27-05 ,213395.308121278,539119.703896905
191,Sanggye,상계,10184190,MOLIT,101810,T/M,Hangang,110,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.0858333,37.67472222,127-05-09,37-40-29 ,207572.128199654,563899.779081306
192,Ui,우이,10184200,MOLIT,101810,T/M,Hangang,560,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.05,37.62416667,127-03-00,37-37-27 ,204413.940918288,558286.335254735
193,Indukwon,인덕원,10184210,MOLIT,101814,T/M,Hangang,63,2002Y 01M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,126.9797222,37.39638889,126-58-47,37-23-47 ,198204.451902834,533004.927448854
194,Jinjeop,진접,10184220,MOLIT,101802,T/M,Hangang,70,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.19,37.72583333,127-11-24,37-43-33 ,216750.112795127,569586.16995702
195,Gumi,구미,10184230,MOLIT,101804,T/M,Hangang,,2002Y 10M ~ 2012Y 12M,2002Y 10M ~ 2012Y 12M,127.1177778,37.3375,127-07-04,37-20-15 ,210437.083252251,526475.484770502
196,Paldang dam,팔당댐,10184232,KHNPC,101801,basic,Hangang,,No Data,No Data,127.2805556,37.52805556,127-16-50,37-31-41 ,224798.994521187,547654.919441526
197,Gimpo,김포,10194010,MOLIT,101904,T/M,Hangang,20,1980Y 06M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,126.7155556,37.61527778,126-42-56,37-36-55 ,174886.569005082,557336.63628308
198,Gomun,고문,10204010,MOLIT,102002,T/M,Hangang,180,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.1127778,38.06527778,127-06-46,38-03-55 ,209896.76635812,607251.649269945
199,Sangri,상리,10204020,MOLIT,102001,T/M,Hangang,80,2001Y 07M?~ 2013Y 08M,2001Y 07M?~ 2013Y 08M,127.0752778,38.13527778,127-04-31,1938-08-07,206599.670727093,615018.207409223
200,Gunnam,군남,10214010,MOLIT,102108,T/M,Hangang,31,2000Y 06M?~ 2013Y 08M,2000Y 06M?~ 2013Y 08M,127.0175,38.05638889,127-01-03,1938-03-23,201535.89037139,606259.142790283
201,Cheolweon,철원,10221095,KMA,102204,basic,Hangang,154.9,No Data,No Data,127.3042,38.14788,127-18-15,38-08-52,226664.922014163,616458.090187607
202,Dongducheon,동두천,10221098,KMA,102213,basic,Hangang,112.5,No Data,No Data,127.06069,37.90186,127-03-38,37-54-07,205337.648274159,589108.63349703
203,Kwanin,관인,10224010,MOLIT,102204,T/M,Hangang,91,2000Y 06M?~ 2013Y 08M,2000Y 06M?~ 2013Y 08M,127.2672222,38.125,127-16-02,1938-07-30,223430.908617178,613908.441080443
204,Yeongjung,영중,10224020,MOLIT,102210,T/M,Hangang,69,2000Y 06M ~ 2012Y 12M,2000Y 06M ~ 2012Y 12M,127.2163889,38.00944444,127-12-59,38-00-34 ,219003.542927945,601070.398342429
205,Cheongyang,청양,10224030,MOLIT,102202,T/M,Hangang,219,2000Y 06M ~ 2012Y 12M,2000Y 06M ~ 2012Y 12M,127.3761111,38.245,127-22-34,38-14-42 ,232924.613344608,627261.600514278
206,Nogok,노곡,10224040,MOLIT,102201,T/M,Hangang,125,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.3363889,38.00805556,127-20-11,38-00-29 ,229542.674152388,600947.54191398
207,Bongam,봉암,10224050,MOLIT,102213,T/M,Hangang,107,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.0052778,37.91083333,127-00-19,37-54-39 ,200464.122885258,590102.902137367
208,Samjeong,삼정,10224060,MOLIT,102213,T/M,Hangang,145,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.1311111,37.96361111,127-07-52,37-57-49 ,211521.50104387,595969.083279721
209,Songwu,송우,10224070,MOLIT,102208,T/M,Hangang,171,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.1433333,37.83,127-08-36,37-49-48 ,212618.326072591,581140.552473268
210,Odeok,오덕,10224080,MOLIT,102203,T/M,Hangang,195,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.2336111,38.22416667,127-14-01,38-13-27 ,220456.035121908,624907.989409278
211,Hwahyeon,화현,10224090,MOLIT,102209,T/M,Hangang,138,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.2852778,37.90222222,127-17-07,37-54-08 ,225089.909084258,589185.472803086
212,Seomyeon,서면,10224100,MOLIT,102202,T/M,Hangang,289,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,127.4166667,38.16666667,127-25-00,38-10-00 ,236513.957423107,618581.721355406
213,Munsan,문산,10231099,KMA,102304,basic,Hangang,30,No Data,No Data,126.76649,37.88588,126-45-59,37-53-09,179458.485675334,587358.910360994
214,Tongildaegyo,통일대교,10234010,MOLIT,102304,T/M,Hangang,19,2000Y 06M ~ 2012Y 12M,2000Y 06M ~ 2012Y 12M,126.7419444,37.90416667,126-44-31,37-54-15 ,177304.858703793,589394.323174619
215,Beobwon,법원,10234020,MOLIT,102306,T/M,Hangang,66,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,126.8797222,37.85694444,126-52-47,37-51-25 ,189415.213985518,584128.34856277
216,Sinsan,신산,10234030,MOLIT,102305,T/M,Hangang,56,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,126.8519444,37.78083333,126-51-07,37-46-51 ,186957.302672562,575684.050000047
217,Yongyeon,용연,10234040,MOLIT,102303,T/M,Hangang,39,2001Y 07M ~ 2012Y 12M,2001Y 07M ~ 2012Y 12M,126.8577778,37.92861111,126-51-28,37-55-43 ,187496.17121217,592085.672034963
218,Suwon,수원,11011119,KMA,110112,basic,Anseongcheon,34.5,No Data,No Data,126.9853,37.2723,126-59-07,37-16-20,198696.209184067,519232.964428454
219,Jinwi,진위,11014010,MOLIT,110114,T/M,Anseongcheon,70,1980Y 06M ~ 2012Y 12M,1970Y 01M ~ 2012Y 12M,127.0902778,37.09916667,127-05-25,37-05-57 ,208025.331020412,500022.144832778
220,Anseong,안성,11014020,MOLIT,110101,T/M,Anseongcheon,40,1980Y 06M ~ 2012Y 12M,1965Y 04M ~ 2012Y 12M,127.2788889,37.00805556,127-16-44,37-00-29 ,224821.775425088,489943.30616612
221,Wonsam,원삼,11014030,MOLIT,110102,T/M,Anseongcheon,140,1981Y 06M?~ 2013Y 08M,1966Y 01M?~ 2013Y 08M,127.31,37.16833333,127-18-36,1937-10-06,227532.706925668,507739.457345269
222,Yanggam,양감,11014040,MOLIT,110115,T/M,Anseongcheon,20,1981Y 06M ~ 2012Y 12M,1968Y 04M ~ 2012Y 12M,126.9441667,37.08166667,126-56-39,37-04-54 ,195035.504605748,498077.651167979
223,Seonghwan,성환,11014050,MOLIT,110105,T/M,Anseongcheon,20,1980Y 06M ~ 2012Y 12M,1968Y 03M ~ 2012Y 12M,127.1480556,36.94972222,127-08-53,36-56-59 ,213187.352629189,483443.511951641
224,Suwon,수원,11014060,MOLIT,110113,T/M,Anseongcheon,20,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,126.9797222,37.21027778,126-58-47,37-12-37 ,198200.021679772,512349.695197703
225,Hoehwa,회화,11014070,MOLIT,110114,T/M,Anseongcheon,,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,127.0288889,37.09611111,127-01-44,37-05-46 ,202568.209149854,499679.617175761
226,Pyeongtaek,평택,11014080,MOLIT,110107,T/M,Anseongcheon,20,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,127.08,36.98361111,127-04-48,36-59-01 ,207122.46241551,487197.149177029
227,Giheung,기흥,11014090,MOLIT,110110,T/M,Anseongcheon,,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,127.0938889,37.22611111,127-05-38,37-13-34 ,208332.397345812,514110.843122113
228,Idong,이동,11014100,MOLIT,101808,T/M,Hangang,42,1996Y 09M?~ 2013Y 08M,1995Y 08M?~ 2013Y 08M,127.1958333,37.14166667,127-11-45,1937-08-30,217399.066008635,504752.930206814
229,Seonggeo,성거,11014110,MOLIT,110105,T/M,Anseongcheon,100,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,127.1991667,36.87805556,127-11-57,36-52-41 ,217756.441689703,475498.50913351
230,Yangseong,양성,11014120,MOLIT,110103,T/M,Anseongcheon,200,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,127.2033333,37.02916667,127-12-12,37-01-45 ,218092.132059031,492269.145095529
231,Seoun,서운,11014130,MOLIT,110104,T/M,Anseongcheon,320,1996Y 09M ~ 2012Y 12M,1995Y 08M ~ 2012Y 12M,127.2630556,36.94472222,127-15-47,36-56-41 ,223431.981019447,482910.717104853
232,Jeokam,적암,11014140,MOLIT,102108,T/M,Hangang,63,2000Y 06M ~ 2012Y 12M,2000Y 06M ~ 2012Y 12M,127.0041667,37.98777778,127-00-15,37-59-16 ,200366.032246568,598643.386248543
233,Incheon,인천,12011112,KMA,120102,basic,Hangangseohae,68.95,No Data,No Data,126.62436,37.47759,126-37-28,37-28-39,166773.87946313,542083.180412066
234,Ganghwa,강화,12011201,KMA,120104,basic,Hangangseohae,46.2,No Data,No Data,126.44634,37.70739,126-26-47,37-42-27,151177.899539603,567666.409251697
235,Banwol 1,반월1,12024010,MOLIT,120201,T/M,Hangangseohae,22,1979Y 08M ~ 2012Y 12M,1979Y 01M ~ 2012Y 12M,126.8644444,37.31222222,126-51-52,37-18-44 ,187983.481106192,523672.172466639
236,Banwol 2,반월2,12024020,MOLIT,120201,T/M,Hangangseohae,58,1979Y 07M ~ 2012Y 12M,1979Y 01M ~ 2012Y 12M,126.8808333,37.35083333,126-52-51,37-21-03 ,189441.703891477,527955.427659166
237,Sokcho,속초,13011090,KMA,130104,basic,Hangangdonghae,22.9,No Data,No Data,128.56472,38.25085,128-33-53,38-15-03,336967.760469452,629002.11346943
238,Galcheon,갈천,13014010,MOLIT,130106,T/M,Hangangdonghae,450,1983Y 07M ~ 2012Y 12M,1983Y 07M ~ 2012Y 12M,128.5038889,37.90833333,128-30-14,37-54-30 ,332258.273420969,590891.982472506
239,Hangyeryoeng,한계령,13014020,MOLIT,130106,T/M,Hangangdonghae,917,1983Y 07M ~ 2012Y 12M,1983Y 01M ~ 2012Y 12M,128.4052778,38.09805556,128-24-19,38-05-53 ,323267.45872505,611816.73461521
240,Bukgangreung,북강릉,13021104,KMA,130202,basic,Hangangdonghae,79.2,No Data,No Data,128.85535,37.80456,128-51-19,37-48-16,363398.654998887,579929.195099668
241,Gangreung,강릉,13021105,KMA,130204,basic,Hangangdonghae,26.1,No Data,No Data,128.89098,37.75147,128-53-28,37-45-05,366656.031242967,574098.71758614
242,Donghae,동해,13021106,KMA,130207,basic,Hangangdonghae,39.5,No Data,No Data,129.12433,37.50708,129-07-28,37-30-25,387838.322651476,547410.635091565
243,Sogeumgang,소금강,13024010,MOLIT,130201,T/M,Hangangdonghae,260,1983Y 07M ~ 2012Y 12M,1983Y 01M ~ 2012Y 12M,128.7047222,37.81333333,128-42-17,37-48-48 ,350114.234450634,580650.355443396
244,Simpo,심포,13034010,MOLIT,130301,T/M,Hangangdonghae,440,1983Y 07M ~ 2012Y 12M,1984Y 01M ~ 2012Y 12M,129.0319444,37.19333333,129-01-55,37-11-36 ,380418.086756704,512403.374738281
245,Taebaek,태백,20011216,KMA,200101,basic,Nakdonggang,714.2,No Data,No Data,128.98928,37.17031,128-59-21,1937-10-13,376683.104512724,509767.400126841
246,Bonghwa,봉화,20011271,KMA,200107,basic,Nakdonggang,320.9,No Data,No Data,128.91454,36.94355,128-54-52,36-56-37,370551.195459438,484461.28450518
247,Jaesan,재산,20014010,MOLIT,200106,T/M,Nakdonggang,200,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.9619444,36.81611111,128-57-43,36-48-58,375065.329633755,470402.265671748
248,Seokdong,석동,20014020,MOLIT,200111,T/M,Nakdonggang,110,1980Y 07M?~ 2013Y 08M,1968Y 01M?~ 2013Y 08M,128.7980556,36.565,128-47-53,36-33-54,360962.772509645,442244.363183552
249,Yean2,예안2,20014030,MOLIT,200111,T/M,Nakdonggang,160,1980Y 06M?~ 2013Y 08M,1968Y 01M?~ 2013Y 08M,128.8108333,36.70416667,128-48-39,36-42-15,361815.361439456,457711.51171354
250,Seokhyeon,석현,20014040,MOLIT,200107,T/M,Nakdonggang,300,1980Y 06M?~ 2013Y 08M,1968Y 01M?~ 2013Y 08M,128.8725,36.98527778,128-52-21,36-59-07,366714.756834527,489018.376816356
251,Mijil,미질,20014050,MOLIT,200111,T/M,Nakdonggang,140,1980Y 06M?~ 2013Y 08M,1968Y 01M?~ 2013Y 08M,128.8872222,36.66138889,128-53-14,36-39-41,368735.597593206,453095.367087458
252,Docheon,도천,20014060,MOLIT,200107,T/M,Nakdonggang,190,1980Y 06M?~ 2013Y 08M,1968Y 01M?~ 2013Y 08M,128.8891667,36.84611111,128-53-21,36-50-46,368504.817194593,473601.167070933
253,Hwangji,황지,20014070,MOLIT,200101,T/M,Nakdonggang,700,1982Y 08M?~ 2013Y 08M,1968Y 02M?~ 2013Y 08M,128.9866667,37.16277778,128-59-12,37-09-46,376468.492849146,508926.463395905
